Best_dup0,EW_dup0,MV_dup0,EG_dup0
1.0,1.0,1.0,1.0
1.07895,1.0074825,1.0000016120147246,1.042695145854977
1.02439,0.9994941666666667,0.9621465337824477,1.0144062264324272
1.02866,0.9996558333333333,0.9583190734882601,1.0124739526269066
1.08333,1.0061802777777777,1.053099897178916,1.0413791005356536
1.04878,1.0016116666666666,0.9638105931596608,0.9742239267273344
1.03084,0.9943305555555556,0.9644546854508173,0.961419907389141
1.09091,0.9987530555555556,1.0379683719994492,1.0484140344964041
1.04938,1.0051952777777777,1.0130335846230007,0.9862132986742297
1.10448,1.0027066666666666,0.9988548174021017,0.9837957845010721
1.10811,1.0044780555555555,1.0012065116997264,0.9879195649613648
1.06494,0.9974497222222222,0.9874070479298401,0.9821117280226934
1.04348,1.0019752777777777,1.0180636833669576,1.023529930490129
1.01437,0.9964130555555556,1.0038606553656502,0.9771387344558615
1.01366,0.9972213888888889,0.9981054379994619,1.01366
1.02513,0.9965955555555556,0.9981313487015487,1.00674
1.02451,0.9910283333333333,0.9481538509360952,0.98795
1.1,1.0111155555555555,1.0473762017687742,1.00813
1.03056,1.0039283333333333,1.0018080562865388,1.00269
1.09091,1.0001919444444445,1.0369933289220452,1.00268
1.0625,1.0038194444444444,0.9976595903738592,1.00668
1.02941,0.9942233333333333,0.9991105630307302,1.02941
1.02353,0.9935852777777777,0.9911389130368362,0.97143
1.03086,0.9994191666666666,0.9645740822271139,1.03086
1.04545,0.9953805555555556,1.0131684054691532,0.98204
1.04348,1.0006875,1.0220921352153374,0.9939
1.02256,0.9951158333333333,0.9897737635817834,1.00613
1.04348,0.9858388888888889,1.0122517201101178,0.95122
1.01944,0.9944063888888889,0.9620142515492695,1.01282
1.06579,1.0099069444444444,1.0108095283970813,0.99367
1.04545,1.0041833333333334,1.0209398066000277,1.01911
1.01747,0.9996161111111111,0.9860586891876664,1.00625
1.04545,1.0077172222222222,1.027470712088355,0.99379
1.03165,1.0016697222222222,0.9852298930487576,1.03165
1.04545,1.0049897222222222,1.0277515618851079,0.98773
1.04115,1.0008302777777778,0.9725684854499222,1.02484
1.03125,1.0012391666666667,0.9692877388248777,1.0303
1.2,1.0006122222222222,1.0980260406517293,0.97059
1.02181,1.0002880555555556,0.9769923632680149,0.9697
1.04545,0.9965994444444445,1.0183620183645419,0.98125
1.01961,0.9974283333333334,1.0029611460225403,0.98726
1.02,1.0057441666666667,0.9886806636894331,1.01935
1.0303,0.9980244444444445,0.9965918933678537,1.00633
1.09091,1.0081469444444444,1.0349978318590287,1.01887
1.01724,0.9980463888888889,0.9917022997361779,0.98148
1.021,1.0023372222222222,0.9972034078992595,0.96855
1.09091,1.0069561111111112,1.0434559179079572,1.00649
1.01613,0.9966419444444444,1.0070010678492964,1.01613
1.0129,0.9994138888888889,1.0010796168732898,1.00227
1.02564,1.0015975,0.9710738386147916,1.00452
1.06061,1.0009516666666667,1.0034834405711894,0.99324
1.04464,1.0054069444444445,0.9730417936029758,0.99773
1.1,1.0059183333333332,1.0383095346085625,1.00682
1.03059,1.0057533333333333,1.0043537875259783,0.99323
1.03265,1.0062208333333333,1.0103805985008674,1.03265
1.02685,0.9982719444444444,0.9835553738154679,1.01976
1.02439,0.9962688888888889,0.98499671028804,1.00775
1.03896,1.006741111111111,1.0092143397082305,0.98846
1.1,1.0108052777777778,1.0523447009403166,1.00389
1.02032,0.9971747222222223,0.9854284960753473,1.00775
1.04231,0.9970988888888889,1.008917836679331,1.04231
1.1,0.9984788888888889,1.021477458651987,0.98524
1.07692,1.0093541666666668,0.9922855879343456,1.07692
1.04762,1.001843611111111,1.0009920665598382,1.04762
1.02894,1.0063358333333334,1.007826774016474,1.02894
1.02469,1.0013733333333332,0.9948907356483913,0.99687
1.06024,1.0023205555555557,0.9999614071120584,0.99373
1.0177,0.9965708333333333,0.9954922632987883,0.99685
1.02339,0.9937225,0.9887633192677249,0.99842
1.22222,1.0074361111111112,1.000504135146101,0.99842
1.01746,0.999715,0.9841844509443466,1.01746
1.03125,1.0017027777777778,1.000000420971679,1.0078
1.03571,0.9962636111111111,1.0230997147515335,0.99536
1.08621,1.0001158333333333,0.996770035730397,1.00622
1.04762,1.0027847222222221,1.0097099630390907,0.99691
1.02988,1.0042544444444443,1.0192298378775964,1.01705
1.02381,1.0023636111111112,1.0000000231274788,1.0061
1.01724,1.0000891666666667,1.0015699826055036,0.99091
1.01804,0.9982061111111111,0.9968703688191334,0.99847
1.05,1.0000588888888888,0.9915180619873164,0.99387
1.03571,1.0021033333333333,1.0073900304149663,1.00924
1.01724,0.9983180555555555,0.9999364012856693,0.99695
1.03125,1.0032341666666666,0.9958245089976223,1.00459
1.00419,0.99139,0.9943914615607643,0.99085
1.1,1.0048377777777777,1.0060816158622012,1.00615
1.02381,0.9982730555555556,0.9916532143813436,0.99694
1.18182,1.003908888888889,1.0336467365891289,1.00767
1.07692,0.9981486111111111,1.0240590773688834,1.00913
1.03571,0.9941272222222223,1.0014713348542579,0.99849
1.03704,1.0052275,1.0108323714619893,1.00151
1.02174,1.0010044444444444,0.9994583774544077,1.00151
1.04167,1.0083041666666666,1.0129348257229676,1.01205
1.05618,0.999645,1.0034042694884537,0.99405
1.02954,1.001303611111111,0.9915000450883411,0.99701
1.10345,1.0010766666666666,0.9930150329840816,0.98498
1.03073,0.9996272222222222,0.9982963010948444,1.03073
1.02083,0.9981544444444445,1.0075001976110365,1.01835
1.01754,0.9895427777777778,0.9921433176493226,0.98649
1.03226,1.0016472222222221,1.0020177628485818,0.98858
1.03529,1.0010997222222222,1.0236534487287674,1.03529
1.02791,0.9978808333333333,0.9899943938291265,1.00379
1.02358,1.0027927777777779,0.9999934943532179,0.98868
1.02526,0.9997033333333333,1.0100183969417833,0.99618
1.02299,0.9969947222222222,0.9999994529433011,1.02299
1.03226,0.9999902777777778,0.9999998202043053,1.00375
