Best_dup0,EW_dup0,MV_dup0,EG_dup0
1.0,1.0,1.0,1.0
1.07895,1.0074825,1.0000016120147246,1.042695145854977
1.1052655905,1.00697288176875,0.9621480847768275,1.0577164482261563
1.1369425023237298,1.006626315268608,0.9220448611618332,1.0709103530940294
1.2316839210423662,1.0128475455153887,0.9710053484838744,1.1152236602593795
1.2917654627108128,1.014479918142911,0.9358652408834461,1.0864775734771233
1.3316035095808143,1.008728380606995,0.9025996165205974,1.0445611680727545
1.4526595846368062,1.007470552356844,0.9368698545272117,1.095132588497433
1.5243919149261718,1.0127046417292689,0.9490806270569305,1.0800343225877012
1.6836603821976581,1.0154456956262161,0.9479937564388226,1.0625332136782515
1.8656809061170467,1.0199929178648799,0.9491375219972336,1.049697350214019
1.9868382241602878,1.0173916525929583,0.9371850786747321,1.0309200785195325
2.073225950146777,1.0194012837156217,0.9541140931921498,1.0551775563079755
2.1030182070503862,1.0157447479443384,0.9577975988854746,1.0310548619970037
2.1317454357586945,1.0129223883016476,0.9559829919504196,1.0451390714118827
2.1853161985593106,1.0094739503041408,0.9541965930912141,1.0521833087531987
2.238878298585999,1.0004172865133287,0.9047251742895368,1.0395044998827225
2.462766128444599,1.0115374804403057,0.9475876166919673,1.047955671466769
2.538028261329866,1.0155111368426353,0.9493009084393735,1.0507746722230147
2.768760410567364,1.0157060585636237,0.9844187091912676,1.0535907483445723
2.9418079362278244,1.019585491426193,0.9821147661681233,1.0606287345435141
3.0283265076322845,1.0136956859040545,0.9812412369870276,1.091821825626439
3.099583030356872,1.0071931096611149,0.9725463730542431,1.0606284760682916
3.1952361626736856,1.00660809832992,0.9380930252121049,1.0933594708397592
3.3404596462672047,1.001958128142357,0.9504462145358825,1.073722734743477
3.4857028316869028,1.002646974355455,0.9714436008223147,1.0671730260615417
3.564340287569759,0.9977498794248738,0.961509388893342,1.073714796711299
3.719317803273292,0.9836206325212405,0.9732895328093136,1.0213389889277218
3.7916213413689244,0.9781186412220516,0.93631840144629,1.0344325547657753
4.041072109417586,0.9878088082607139,0.9464395617954334,1.0278845966941081
4.224738836790615,0.9919411417752714,0.9662578231780448,1.0475274713369325
4.298545024269347,0.9915603465925121,0.9527869225402708,1.0540745180327884
4.493913895622389,0.9992124381339101,0.9789606577709243,1.0475287152758048
4.636146270418837,1.0008808453465832,0.9645013041545892,1.080682999114284
4.846859118409373,1.0058749627424055,0.9912677217851026,1.0674230187151517
5.046307371131919,1.0067101183711935,0.9640757468519321,1.093937806500036
5.204004476479791,1.0079575999928752,0.9344668007220145,1.1270841220369872
6.244805371775749,1.0085746940346485,1.026068881317282,1.0939365780078794
6.381004576934179,1.008865219578458,1.0024614612339395,1.0607902996942407
6.6710212349558375,1.0054345173512138,1.0208686769948627,1.0409004815749736
6.801839961373321,1.0028488749174256,1.023891618217282,1.0276394094397086
6.937876760600787,1.0086094059964303,1.01230184464511,1.047524232012367
7.148094426446991,1.0066168420810286,1.008851812014641,1.0541550604010053
7.797927690755287,1.0148176935703048,1.044159438102206,1.0740469663907721
7.932363964143907,1.0128351344483937,1.035495316057193,1.054155616573215
8.098943607390929,1.015202355232074,1.0325994580359537,1.0210024224319876
8.835218570738839,1.0222642156153299,1.0774720153161652,1.0276287281535712
8.977730646284856,1.018831395586837,1.0850154700011119,1.0442043795386884
9.09354337162193,1.0182342471855348,1.0861868710103055,1.0465747234802412
9.326701823670318,1.0198608763954136,1.0547676542849669,1.0513052412303718
9.891993221202975,1.0208314439961166,1.0584418747250814,1.0441984177996546
10.333571798597477,1.0263510229009456,1.0299081802069896,1.0418280873912493
11.366928978457226,1.0324253103714809,1.0693634832802708,1.0489333549472577
11.714643335908232,1.0383651973238182,1.074019264674513,1.0418320761342648
12.097126440825637,1.0448246941555035,1.0851682274432959,1.0758478934200486
12.421934285761806,1.0430191790381864,1.0673230415956596,1.0971066477940288
12.724905262991536,1.0391275585901751,1.0513096847863497,1.1056092243144324
13.220667572037687,1.0461324329212491,1.0609968093605238,1.0928504938658439
14.542734329241457,1.0574361844513058,1.1165343700451305,1.097101682286982
14.838242690811642,1.0544486334979575,1.1002647850900082,1.1056042203247058
15.466048739059884,1.0513895608512207,1.1100767667474603,1.1523823348866442
17.012653612965874,1.0497902805081036,1.1339183946058102,1.1353731716237174
18.32126692887521,1.0596101937570233,1.1251708808609957,1.222706075985014
19.19372566002825,1.0615637028836802,1.1262871252660016,1.2809313393234203
19.749192080629467,1.0682895935778676,1.1351023200731227,1.31800149228344
20.236799633100212,1.069756711286381,1.1293027822537447,1.3138761476125929
21.45586444299817,1.0722391411658496,1.129259199198017,1.305638144167062
21.83563324363924,1.0685622544442683,1.124168796060611,1.3015253840129357
22.34636870520796,1.0618543548919943,1.1115368702100918,1.2994689739061953
27.312178758879277,1.0697504218587885,1.112097235012552,1.2974158129274236
27.78904940000931,1.0694455429885588,1.0945088066375543,1.3200686930211365
28.6574571937596,1.0712665710937033,1.0945092673947645,1.3303652288267014
29.680814990148754,1.0672639025804307,1.1197921192644935,1.3241923341649455
32.23959805044947,1.0673875273158129,1.1161752307298862,1.3324288104834514
33.774847709611876,1.070359905082852,1.1270132509654218,1.3283116054590576
34.78404015917508,1.0749136918345878,1.1486855330673897,1.3509593183321345
35.61224815536504,1.0774543697800936,1.14868555963359,1.3592001701739604
36.22620331356353,1.0775504427947322,1.1504889759814079,1.346845040627079
36.879724021340216,1.0756174370281855,1.1468883698089332,1.3447843677149196
38.72371022240723,1.0756807789439216,1.137160533748746,1.3365408395408271
40.106533914449386,1.0779432941823004,1.1455641846798486,1.3488904768981842
40.79797055913449,1.0761302534472243,1.1454913282705197,1.3447763609436447
42.07290713910744,1.0796106380419148,1.1407083395360245,1.350948884440376
42.2491926200203,1.0703151904483739,1.13431063296578,1.3385877021477466
46.474111882022335,1.075493137491943,1.141209074503888,1.3468200165159554
